date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:51	2039/2039	------	200	untouched ('')	application/json	etag:W/%222538-1754822506;;;%22	https://www.twelvershia.net/wp-json/wp/v2/pages/3717	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-json/wp/v2/pages/3717.json	(from https://www.twelvershia.net/)
17:31:51	828/828	------	200	untouched ('')	text/xml	date:Mon,%2011%20Aug%202025%2012:14:03%20GMT	https://www.twelvershia.net/xmlrpc.php?rsd	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/xmlrpc0db0.php	(from https://www.twelvershia.net/)
17:31:51	3179/3179	------	200	untouched ('')	application/javascript	etag:W/%22060b0026b51016bf08c9d4b4a73b7960%22	https://static.addtoany.com/menu/page.js	D:/Website%20Archives%20HTTTrack/twelvershia.net/static.addtoany.com/menu/page.js	(from https://www.twelvershia.net/)
17:31:51	244791/244791	------	200	untouched ('')	image/jpeg	date:Sat,%2018%20Feb%202017%2004:16:21%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/TSbg.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/TSbg.jpg	(from https://www.twelvershia.net/)
17:31:51	1668/1668	------	200	untouched ('')	image/png	date:Fri,%2024%20Feb%202017%2020:34:37%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-32x32.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-32x32.png	(from https://www.twelvershia.net/)
17:31:51	11157/11157	------	200	untouched ('')	image/png	date:Fri,%2024%20Feb%202017%2020:34:37%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-192x192.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-192x192.png	(from https://www.twelvershia.net/)
17:31:51	10444/10444	------	200	untouched ('')	image/png	date:Fri,%2024%20Feb%202017%2020:34:37%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-180x180.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-180x180.png	(from https://www.twelvershia.net/)
17:31:51	88612/88612	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:06%20GMT	https://www.twelvershia.net/category/quran/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/quran/index.html	(from https://www.twelvershia.net/)
17:31:51	89630/89630	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:07%20GMT	https://www.twelvershia.net/category/hadith/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/hadith/index.html	(from https://www.twelvershia.net/)
17:31:51	88474/88474	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:08%20GMT	https://www.twelvershia.net/category/imamah/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/imamah/index.html	(from https://www.twelvershia.net/)
17:31:51	86415/86415	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:09%20GMT	https://www.twelvershia.net/category/taqiyyah/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/taqiyyah/index.html	(from https://www.twelvershia.net/)
17:31:51	88963/88963	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:10%20GMT	https://www.twelvershia.net/category/fadhail/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/fadhail/index.html	(from https://www.twelvershia.net/)
17:31:51	50382/50382	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:10%20GMT	https://www.twelvershia.net/contact-us/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/contact-us/index.html	(from https://www.twelvershia.net/)
17:31:51	28201/28201	------	200	untouched ('')	image/png	date:Tue,%2021%20Mar%202017%2014:38:06%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/bannerPNGnew-1.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/bannerPNGnew-1.png	(from https://www.twelvershia.net/)
17:31:51	18263/18263	------	200	untouched ('')	image/png	date:Sun,%2025%20Oct%202020%2014:53:56%20GMT	https://www.twelvershia.net/wp-content/uploads/2020/10/SD_Logo_nobackground_notext-150x150.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2020/10/SD_Logo_nobackground_notext-150x150.png	(from https://www.twelvershia.net/)
17:31:51	107018/107018	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:11%20GMT	https://www.twelvershia.net/articles/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/articles/index.html	(from https://www.twelvershia.net/)
17:31:51	77847/77847	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:12%20GMT	https://www.twelvershia.net/popular-topics/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/popular-topics/index.html	(from https://www.twelvershia.net/)
17:31:51	71393/71393	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:12%20GMT	https://www.twelvershia.net/in-defense-of-the-companions/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/in-defense-of-the-companions/index.html	(from https://www.twelvershia.net/)
17:31:51	73819/73819	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/refutations/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/refutations/index.html	(from https://www.twelvershia.net/)
17:31:51	69491/69491	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/lectures-on-shias/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/lectures-on-shias/index.html	(from https://www.twelvershia.net/)
17:31:51	82167/82167	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/2025/02/22/15-accusing-dawud-al-zahiri/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/02/22/15-accusing-dawud-al-zahiri/index.html	(from https://www.twelvershia.net/)
17:31:51	96865/96865	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/2025/02/15/14-the-misattribution-of-maqatil-al-talibiyyin/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/02/15/14-the-misattribution-of-maqatil-al-talibiyyin/index.html	(from https://www.twelvershia.net/)
17:31:51	117183/117183	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:14%20GMT	https://www.twelvershia.net/2025/02/08/13-thalaba-ibn-abi-malik-ra-and-the-continuity-of-answering-ansars-deception/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/02/08/13-thalaba-ibn-abi-malik-ra-and-the-continuity-of-answering-ansars-deception/index.html	(from https://www.twelvershia.net/)
17:31:51	81996/81996	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:15%20GMT	https://www.twelvershia.net/2025/01/31/12-misquoting-al-najibabadi-to-defame-muawiya-ra/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/01/31/12-misquoting-al-najibabadi-to-defame-muawiya-ra/index.html	(from https://www.twelvershia.net/)
17:31:51	163213/163213	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:15%20GMT	https://www.twelvershia.net/2025/01/27/11-shii-scholars-and-the-authenticity-of-their-texts-2/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/01/27/11-shii-scholars-and-the-authenticity-of-their-texts-2/index.html	(from https://www.twelvershia.net/)
17:31:51	72152/72152	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:16%20GMT	https://www.twelvershia.net/sdm_downloads/the-distortions-of-al-saduq/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/sdm_downloads/the-distortions-of-al-saduq/index.html	(from https://www.twelvershia.net/)
17:31:51	736189/736189	------	200	untouched ('')	image/png	date:Thu,%2006%20Dec%202018%2014:57:23%20GMT	https://www.twelvershia.net/wp-content/uploads/2018/12/distortions_saduq_slidebanner.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2018/12/distortions_saduq_slidebanner.png	(from https://www.twelvershia.net/)
17:31:52	127415/127415	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:16%20GMT	https://www.twelvershia.net/2016/11/10/12-reasons-leave-shiasm/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2016/11/10/12-reasons-leave-shiasm/index.html	(from https://www.twelvershia.net/)
17:31:52	74418/74418	------	200	untouched ('')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:46:41%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/12reasons.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/12reasons.jpg	(from https://www.twelvershia.net/)
17:31:52	110619/110619	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:17%20GMT	https://www.twelvershia.net/2017/02/11/understanding-imamate-early-shia-society/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2017/02/11/understanding-imamate-early-shia-society/index.html	(from https://www.twelvershia.net/)
17:31:52	70931/70931	------	200	untouched ('')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:45:04%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/imamah_early_Shia-2.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/imamah_early_Shia-2.jpg	(from https://www.twelvershia.net/)
17:31:52	380492/380492	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:18%20GMT	https://www.twelvershia.net/2014/05/08/fadak-prophetic-inheritance-qa/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2014/05/08/fadak-prophetic-inheritance-qa/index.html	(from https://www.twelvershia.net/)
17:31:52	77616/77616	------	200	untouched ('')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:38:01%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/fadak.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/fadak.jpg	(from https://www.twelvershia.net/)
17:31:52	4760/4760	------	200	untouched ('')	image/png	date:Sat,%2030%20Dec%202017%2016:52:31%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-326x240.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-326x240.png	(from https://www.twelvershia.net/)
17:31:52	90534/90534	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:19%20GMT	https://www.twelvershia.net/2015/12/23/2931/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2015/12/23/2931/index.html	(from https://www.twelvershia.net/)
17:31:52	2488/2488	------	200	untouched ('')	image/jpeg	date:Tue,%2014%20Feb%202017%2013:35:33%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/tahreef-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/tahreef-80x60.jpg	(from https://www.twelvershia.net/)
17:31:52	146186/146186	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:19%20GMT	https://www.twelvershia.net/2014/01/06/response-to-who-believes-the-quran-has-been-a-victim-of-tahreef-part-1/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2014/01/06/response-to-who-believes-the-quran-has-been-a-victim-of-tahreef-part-1/index.html	(from https://www.twelvershia.net/)
17:31:52	93126/93126	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:19%20GMT	https://www.twelvershia.net/2015/12/09/al-sayyari-and-tahreef/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2015/12/09/al-sayyari-and-tahreef/index.html	(from https://www.twelvershia.net/)
17:31:52	95623/95623	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:19%20GMT	https://www.twelvershia.net/2014/02/19/response-to-hadeeth-17000-verses-in-the-quraan-saheeh/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2014/02/19/response-to-hadeeth-17000-verses-in-the-quraan-saheeh/index.html	(from https://www.twelvershia.net/)
17:31:52	138061/138061	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:20%20GMT	https://www.twelvershia.net/2016/06/11/muhammad-baqir-al-majlisi-tahreef/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2016/06/11/muhammad-baqir-al-majlisi-tahreef/index.html	(from https://www.twelvershia.net/)
17:31:52	119932/119932	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:21%20GMT	https://www.twelvershia.net/2016/06/23/al-kulayni-and-tahreef/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2016/06/23/al-kulayni-and-tahreef/index.html	(from https://www.twelvershia.net/)
17:31:52	94276/94276	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:22%20GMT	https://www.twelvershia.net/2017/09/24/mirza-muhammad-bin-muhammad-taqi-tunikabuni-tahreef/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2017/09/24/mirza-muhammad-bin-muhammad-taqi-tunikabuni-tahreef/index.html	(from https://www.twelvershia.net/)
17:31:52	11100/11100	------	200	untouched ('')	image/jpeg	date:Tue,%2021%20Mar%202017%2015:06:45%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/TSnet-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/TSnet-80x60.jpg	(from https://www.twelvershia.net/)
17:31:52	131182/131182	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:22%20GMT	https://www.twelvershia.net/2014/11/13/rasul-allah-saw-and-the-future-of-the-ummah/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2014/11/13/rasul-allah-saw-and-the-future-of-the-ummah/index.html	(from https://www.twelvershia.net/)
17:31:52	3139/3139	------	200	untouched ('')	image/png	date:Sat,%2030%20Dec%202017%2016:52:31%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-80x60.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-80x60.png	(from https://www.twelvershia.net/)
17:31:52	82584/82584	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:23%20GMT	https://www.twelvershia.net/2013/11/02/tree-of-men-believed-to-be-imams-by-the-shia-sects/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2013/11/02/tree-of-men-believed-to-be-imams-by-the-shia-sects/index.html	(from https://www.twelvershia.net/)
17:31:52	102295/102295	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:23%20GMT	https://www.twelvershia.net/2015/11/10/a-criticism-of-forty-hadith-the-awaited-savior-of-humanity/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2015/11/10/a-criticism-of-forty-hadith-the-awaited-savior-of-humanity/index.html	(from https://www.twelvershia.net/)
17:31:52	2195/2195	------	200	untouched ('')	image/jpeg	date:Tue,%2014%20Feb%202017%2013:36:12%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/karbala-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/karbala-80x60.jpg	(from https://www.twelvershia.net/)
17:31:52	81382/81382	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:23%20GMT	https://www.twelvershia.net/2015/03/13/imamah-wal-nass-6/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2015/03/13/imamah-wal-nass-6/index.html	(from https://www.twelvershia.net/)
17:31:52	94782/94782	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:23%20GMT	https://www.twelvershia.net/2017/01/19/calamity-thursday-content-will/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2017/01/19/calamity-thursday-content-will/index.html	(from https://www.twelvershia.net/)
17:31:52	1946/1946	------	200	untouched ('')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:13:03%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/penpaper-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/penpaper-80x60.jpg	(from https://www.twelvershia.net/)
17:31:52	42/42	------	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2011%20Aug%202025%2012:16:06%20GMT	https://www.twelvershia.net/xmlrpc.php	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/xmlrpc.52.delayed	(from https://www.twelvershia.net/contact-us/)
17:31:52	77827/77827	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:24%20GMT	https://www.twelvershia.net/2020/06/04/hadith-al-thaqalayn-a-critical-study-analysis/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2020/06/04/hadith-al-thaqalayn-a-critical-study-analysis/index.html	(from https://www.twelvershia.net/)
17:31:52	1755/1755	------	200	untouched ('')	image/jpeg	date:Thu,%2004%20Jun%202020%2016:36:02%20GMT	https://www.twelvershia.net/wp-content/uploads/2020/06/ThaqalaynWhats-80x60.jpeg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2020/06/ThaqalaynWhats-80x60.jpg	(from https://www.twelvershia.net/)
17:31:53	108862/108862	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:24%20GMT	https://www.twelvershia.net/2017/03/08/prophet-ibrahims-demotion/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2017/03/08/prophet-ibrahims-demotion/index.html	(from https://www.twelvershia.net/)
17:31:53	1588/1588	------	200	untouched ('')	image/jpeg	date:Wed,%2008%20Mar%202017%2022:10:26%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/03/the-footprints-of-prophet-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/03/the-footprints-of-prophet-80x60.jpg	(from https://www.twelvershia.net/)
17:31:53	84656/84656	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:25%20GMT	https://www.twelvershia.net/2013/11/13/an-observation-about-the-article-episode-recorded-by-shaykh-majlisi-regarding-prophets-advice-to-ali-as-fatima-as-just-after-their-marriage/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2013/11/13/an-observation-about-the-article-episode-recorded-by-shaykh-majlisi-regarding-prophets-advice-to-ali-as-fatima-as-just-after-their-marriage/index.html	(from https://www.twelvershia.net/)
17:31:53	93690/93690	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:25%20GMT	https://www.twelvershia.net/2015/10/20/further-refuting-rts-on-this/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2015/10/20/further-refuting-rts-on-this/index.html	(from https://www.twelvershia.net/)
17:31:53	90645/90645	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:25%20GMT	https://www.twelvershia.net/2013/12/28/847/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2013/12/28/847/index.html	(from https://www.twelvershia.net/)
